"dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"chronic",NA,"dontknow",NA,0.00825408456820279,NA,-0.00126503150854235,0.0177732006449479,"region","hiraan"
"chronic",NA,"no",NA,0.672641449332499,NA,0.599097465846549,0.746185432818449,"region","hiraan"
"chronic",NA,"yes",NA,0.319104466099298,NA,0.242605382916565,0.395603549282031,"region","hiraan"
"chronic",NA,"dontknow",NA,0.0416202670899717,NA,0.00817330856443876,0.0750672256155047,"region","middle_shabelle"
"chronic",NA,"no",NA,0.860374486609889,NA,0.811633664075579,0.909115309144198,"region","middle_shabelle"
"chronic",NA,"yes",NA,0.0980052463001395,NA,0.0633661902712611,0.132644302329018,"region","middle_shabelle"
"chronic",NA,"dontknow",NA,0.0285460119759181,NA,0.0145593304917744,0.0425326934600617,"region","nugaal"
"chronic",NA,"no",NA,0.868853539806354,NA,0.840727467249496,0.896979612363212,"region","nugaal"
"chronic",NA,"yes",NA,0.102600448217728,NA,0.07137104938907,0.133829847046386,"region","nugaal"
"chronic",NA,"dontknow",NA,0.0483886428593409,NA,0.0300352354416328,0.066742050277049,"region","bari"
"chronic",NA,"no",NA,0.847551190044635,NA,0.826351207063243,0.868751173026027,"region","bari"
"chronic",NA,"yes",NA,0.104060167096024,NA,0.0806755326374076,0.12744480155464,"region","bari"
"chronic",NA,"dontknow",NA,0.0668140359051341,NA,0.0377333705939578,0.0958947012163103,"region","sanaag"
"chronic",NA,"no",NA,0.861373372382851,NA,0.828663165113862,0.89408357965184,"region","sanaag"
"chronic",NA,"yes",NA,0.0718125917120145,NA,0.0476814877777255,0.0959436956463035,"region","sanaag"
"chronic",NA,"dontknow",NA,0.0218755509936656,NA,0.0108414645451604,0.0329096374421707,"region","togdheer"
"chronic",NA,"no",NA,0.834366594773662,NA,0.809260532805111,0.859472656742212,"region","togdheer"
"chronic",NA,"yes",NA,0.143757854232673,NA,0.116763541309317,0.170752167156028,"region","togdheer"
"chronic",NA,"dontknow",NA,0.00452886799422068,NA,0.000124569161708171,0.00893316682673318,"region","sool"
"chronic",NA,"no",NA,0.845430128565178,NA,0.783622380836694,0.907237876293662,"region","sool"
"chronic",NA,"yes",NA,0.150041003440601,NA,0.0855733071465408,0.214508699734661,"region","sool"
"chronic",NA,"dontknow",NA,2.2374705568473e-05,NA,-1.53621231082351e-05,6.01115342451811e-05,"region","woqooyi_galbeed"
"chronic",NA,"no",NA,0.844067990916951,NA,0.784647552763581,0.903488429070321,"region","woqooyi_galbeed"
"chronic",NA,"yes",NA,0.15590963437748,NA,0.0964866622673693,0.215332606487591,"region","woqooyi_galbeed"
"chronic",NA,"dontknow",NA,0.00675745993170265,NA,0.0040228790394824,0.00949204082392291,"region","awdal"
"chronic",NA,"no",NA,0.90164113198883,NA,0.887038748185157,0.916243515792502,"region","awdal"
"chronic",NA,"yes",NA,0.0916014080794677,NA,0.0775760818389171,0.105626734320018,"region","awdal"
"chronic",NA,"dontknow",NA,0.00130500885335775,NA,-0.000691642152159737,0.00330165985887524,"region","gedo"
"chronic",NA,"no",NA,0.908753007034233,NA,0.879049992042266,0.938456022026199,"region","gedo"
"chronic",NA,"yes",NA,0.0899419841124093,NA,0.0607119002216665,0.119172068003152,"region","gedo"
"chronic",NA,"dontknow",NA,0.00179696938626344,NA,-0.000608517021166237,0.00420245579369311,"region","lower_juba"
"chronic",NA,"no",NA,0.871248868140302,NA,0.819302584126242,0.923195152154362,"region","lower_juba"
"chronic",NA,"yes",NA,0.126954162473434,NA,0.0749607044849852,0.178947620461883,"region","lower_juba"
"chronic",NA,"dontknow",NA,0.097305719727034,NA,0.0555713073703547,0.139040132083713,"region","galgaduud"
"chronic",NA,"no",NA,0.721850269968607,NA,0.62120268191659,0.822497858020623,"region","galgaduud"
"chronic",NA,"yes",NA,0.180844010304359,NA,0.0996581811516628,0.262029839457055,"region","galgaduud"
"chronic",NA,"dontknow",NA,0.0136811527363602,NA,0.00653666784838028,0.02082563762434,"region","mudug"
"chronic",NA,"no",NA,0.8845372571049,NA,0.832190045779512,0.936884468430289,"region","mudug"
"chronic",NA,"yes",NA,0.10178159015874,NA,0.0539968094303193,0.14956637088716,"region","mudug"
"chronic",NA,"dontknow",NA,0.0388339118653367,NA,0.0188190880490138,0.0588487356816597,"region","banadir"
"chronic",NA,"no",NA,0.824921554897607,NA,0.785697420105762,0.864145689689452,"region","banadir"
"chronic",NA,"yes",NA,0.136244533237057,NA,0.097695092776385,0.174793973697728,"region","banadir"
"chronic",NA,"dontknow",NA,0.0939850925157296,NA,0.0285887487660968,0.159381436265362,"region","lower_shabelle"
"chronic",NA,"no",NA,0.73014137016819,NA,0.610581007005457,0.849701733330923,"region","lower_shabelle"
"chronic",NA,"yes",NA,0.17587353731608,NA,0.108635370134288,0.243111704497872,"region","lower_shabelle"
"chronic",NA,"dontknow",NA,0.00529394667667798,NA,-0.0024989178946163,0.0130868112479723,"region","bay"
"chronic",NA,"no",NA,0.774387118259378,NA,0.737074159626415,0.811700076892341,"region","bay"
"chronic",NA,"yes",NA,0.220318935063944,NA,0.178452990364439,0.262184879763449,"region","bay"
"chronic",NA,"dontknow",NA,0.0157283071805276,NA,0.00785241270224553,0.0236042016588097,"region","bakool"
"chronic",NA,"no",NA,0.804783587113067,NA,0.723693924174584,0.885873250051551,"region","bakool"
"chronic",NA,"yes",NA,0.179488105706405,NA,0.0985144615737126,0.260461749839097,"region","bakool"
"plw_hh",NA,"FALSE",NA,0.738593920071307,NA,0.68339297497773,0.793794865164884,"region","hiraan"
"plw_hh",NA,"TRUE",NA,0.261406079928693,NA,0.206205134835116,0.31660702502227,"region","hiraan"
"plw_hh",NA,"FALSE",NA,0.710028287138597,NA,0.621674348217685,0.798382226059508,"region","middle_shabelle"
"plw_hh",NA,"TRUE",NA,0.289971712861403,NA,0.201617773940492,0.378325651782315,"region","middle_shabelle"
"plw_hh",NA,"FALSE",NA,0.79810506066261,NA,0.762060213107246,0.834149908217974,"region","nugaal"
"plw_hh",NA,"TRUE",NA,0.20189493933739,NA,0.165850091782026,0.237939786892754,"region","nugaal"
"plw_hh",NA,"FALSE",NA,0.82356921342278,NA,0.785695319253102,0.861443107592458,"region","bari"
"plw_hh",NA,"TRUE",NA,0.17643078657722,NA,0.138556892407542,0.214304680746898,"region","bari"
"plw_hh",NA,"FALSE",NA,0.806865041941871,NA,0.738625590408764,0.875104493474977,"region","sanaag"
"plw_hh",NA,"TRUE",NA,0.193134958058129,NA,0.124895506525023,0.261374409591235,"region","sanaag"
"plw_hh",NA,"FALSE",NA,0.752913157624743,NA,0.705942315302357,0.79988399994713,"region","togdheer"
"plw_hh",NA,"TRUE",NA,0.247086842375257,NA,0.20011600005287,0.294057684697643,"region","togdheer"
"plw_hh",NA,"FALSE",NA,0.785339129513089,NA,0.754444389821013,0.816233869205165,"region","sool"
"plw_hh",NA,"TRUE",NA,0.214660870486911,NA,0.183766130794835,0.245555610178987,"region","sool"
"plw_hh",NA,"FALSE",NA,0.809179918343871,NA,0.771216751366235,0.847143085321507,"region","woqooyi_galbeed"
"plw_hh",NA,"TRUE",NA,0.190820081656129,NA,0.152856914678493,0.228783248633765,"region","woqooyi_galbeed"
"plw_hh",NA,"FALSE",NA,0.821600782297249,NA,0.797704964075653,0.845496600518846,"region","awdal"
"plw_hh",NA,"TRUE",NA,0.178399217702751,NA,0.154503399481154,0.202295035924347,"region","awdal"
"plw_hh",NA,"FALSE",NA,0.776039622730526,NA,0.722639073134392,0.82944017232666,"region","gedo"
